model,year,odometer,price,location,driveTrain,DAS,accident_history,paintJob,wheels,emi,zipCode,interior,state,PAINT JOB,DRIVE TRAIN
Model Y,2020,31056,46700,"Franklin, TN",Model Y Long Range Dual Motor All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Midnight Silver Metallic Paint,19’’ Gemini Wheels,$759 /mo,85704,All Black Premium Interior,TN,Midnight Silver,100D AWD-Long Range
Model Y,2020,13319,43000,"Available to view in Maplewood, MN",Model Y Long Range Dual Motor All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,19’’ Gemini Wheels,$692 /mo,91801,All Black Premium Interior,MN,Midnight Silver,100D AWD-Long Range
Model Y,2020,20918,37200,"Available to view in Tampa, FL",Model Y Standard Range Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Solid Black Paint,19’’ Gemini Wheels,$588 /mo,91801,All Black Premium Interior,FL,Solid Black,100D AWD-Long Range
Model Y,2020,30911,46100,"Scottsdale, AZ",Model Y Long Range Dual Motor All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Deep Blue Metallic Paint,20’’ Induction Wheels,$748 /mo,91801,All Black Premium Interior,AZ,Deep Blue,100D AWD-Long Range
Model Y,2020,31056,46700,"Franklin, TN",Model Y Long Range Dual Motor All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Midnight Silver Metallic Paint,19’’ Gemini Wheels,$759 /mo,91801,All Black Premium Interior,TN,Midnight Silver,100D AWD-Long Range
Model Y,2020,13319,43000,"Available to view in Maplewood, MN",Model Y Long Range Dual Motor All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,19’’ Gemini Wheels,$692 /mo,93311,All Black Premium Interior,MN,Midnight Silver,100D AWD-Long Range
Model Y,2020,20918,37200,"Available to view in Tampa, FL",Model Y Standard Range Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Solid Black Paint,19’’ Gemini Wheels,$588 /mo,93311,All Black Premium Interior,FL,Solid Black,100D AWD-Long Range
Model Y,2020,30911,46100,"Scottsdale, AZ",Model Y Long Range Dual Motor All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Deep Blue Metallic Paint,20’’ Induction Wheels,$748 /mo,93311,All Black Premium Interior,AZ,Deep Blue,100D AWD-Long Range
Model Y,2020,31056,46700,"Franklin, TN",Model Y Long Range Dual Motor All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Midnight Silver Metallic Paint,19’’ Gemini Wheels,$759 /mo,93311,All Black Premium Interior,TN,Midnight Silver,100D AWD-Long Range
Model Y,2020,1409,49200,"Rockville, MD",Model Y Long Range Dual Motor All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,19’’ Gemini Wheels,$804 /mo,85209,All Black Premium Interior,MD,Midnight Silver,100D AWD-Long Range
Model Y,2020,28591,49900,"Available to view in Fayetteville, GA",Model Y Long Range Dual Motor All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Deep Blue Metallic Paint,19’’ Gemini Wheels,$817 /mo,85209,All Black Premium Interior,GA,Deep Blue,100D AWD-Long Range
Model Y,2020,1409,49200,"Rockville, MD",Model Y Long Range Dual Motor All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,19’’ Gemini Wheels,$804 /mo,85254,All Black Premium Interior,MD,Midnight Silver,100D AWD-Long Range
Model Y,2020,28591,49900,"Available to view in Fayetteville, GA",Model Y Long Range Dual Motor All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Deep Blue Metallic Paint,19’’ Gemini Wheels,$817 /mo,85254,All Black Premium Interior,GA,Deep Blue,100D AWD-Long Range
Model Y,2020,1409,49200,"Rockville, MD",Model Y Long Range Dual Motor All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,19’’ Gemini Wheels,$804 /mo,85260,All Black Premium Interior,MD,Midnight Silver,100D AWD-Long Range
Model Y,2020,28591,49900,"Available to view in Fayetteville, GA",Model Y Long Range Dual Motor All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Deep Blue Metallic Paint,19’’ Gemini Wheels,$817 /mo,85260,All Black Premium Interior,GA,Deep Blue,100D AWD-Long Range
Model Y,2020,1409,49200,"Rockville, MD",Model Y Long Range Dual Motor All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,19’’ Gemini Wheels,$804 /mo,85281,All Black Premium Interior,MD,Midnight Silver,100D AWD-Long Range
Model Y,2020,28591,49900,"Available to view in Fayetteville, GA",Model Y Long Range Dual Motor All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Deep Blue Metallic Paint,19’’ Gemini Wheels,$817 /mo,85281,All Black Premium Interior,GA,Deep Blue,100D AWD-Long Range
Model Y,2020,1409,49200,"Rockville, MD",Model Y Long Range Dual Motor All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,19’’ Gemini Wheels,$804 /mo,85305,All Black Premium Interior,MD,Midnight Silver,100D AWD-Long Range
Model Y,2020,28591,49900,"Available to view in Fayetteville, GA",Model Y Long Range Dual Motor All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Deep Blue Metallic Paint,19’’ Gemini Wheels,$817 /mo,85305,All Black Premium Interior,GA,Deep Blue,100D AWD-Long Range
Model Y,2020,1409,49200,"Rockville, MD",Model Y Long Range Dual Motor All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,19’’ Gemini Wheels,$804 /mo,85704,All Black Premium Interior,MD,Midnight Silver,100D AWD-Long Range
Model Y,2020,28591,49900,"Available to view in Fayetteville, GA",Model Y Long Range Dual Motor All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Deep Blue Metallic Paint,19’’ Gemini Wheels,$817 /mo,85704,All Black Premium Interior,GA,Deep Blue,100D AWD-Long Range
Model Y,2020,1409,49200,"Rockville, MD",Model Y Long Range Dual Motor All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,19’’ Gemini Wheels,$804 /mo,93311,All Black Premium Interior,MD,Midnight Silver,100D AWD-Long Range
Model Y,2020,28591,49900,"Available to view in Fayetteville, GA",Model Y Long Range Dual Motor All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Deep Blue Metallic Paint,19’’ Gemini Wheels,$817 /mo,93311,All Black Premium Interior,GA,Deep Blue,100D AWD-Long Range
Model Y,2020,1409,49200,"Rockville, MD",Model Y Long Range Dual Motor All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,19’’ Gemini Wheels,$804 /mo,95403,All Black Premium Interior,MD,Midnight Silver,100D AWD-Long Range
Model Y,2020,28591,49900,"Available to view in Fayetteville, GA",Model Y Long Range Dual Motor All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Deep Blue Metallic Paint,19’’ Gemini Wheels,$817 /mo,95403,All Black Premium Interior,GA,Deep Blue,100D AWD-Long Range
Model 3,2017,66484,26900,"Springfield, NJ",Model 3 Long Range Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Solid Black Paint,18’’ Aero Wheels,$403 /mo,85209,All Black Premium Interior,NJ,Solid Black,100D AWD-Long Range
Model 3,2017,69055,27200,"Available to view in Lawrence Township, NJ",Model 3 Long Range Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Solid Black Paint,18’’ Aero Wheels,$408 /mo,85209,All Black Premium Interior,NJ,Solid Black,100D AWD-Long Range
Model 3,2017,74325,27700,"Available to view in Matthews, NC",Model 3 Long Range Rear-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Silver Metallic Paint,18’’ Aero Wheels,$417 /mo,85209,All Black Premium Interior,NC,Midnight Silver,100D AWD-Long Range
Model 3,2017,55046,28000,"Loveland, CO",Model 3 Long Range Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Red Multi-Coat Paint,18’’ Aero Wheels,$423 /mo,85209,All Black Premium Interior,CO,Red,100D AWD-Long Range
Model 3,2017,44515,29000,"RENTON, WA",Model 3 Long Range Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,18’’ Aero Wheels,$441 /mo,85209,All Black Premium Interior,WA,Deep Blue,100D AWD-Long Range
Model 3,2017,35241,29800,"Available to view in Roswell, GA",Model 3 Mid Range Rear-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Red Multi-Coat Paint,19’’ Sport Wheels,$455 /mo,85209,All Black Premium Interior,GA,Red,100D AWD-Long Range
Model 3,2017,23289,29900,"Libertyville, IL",Model 3 Mid Range Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Red Multi-Coat Paint,18’’ Aero Wheels,$457 /mo,85209,All Black Premium Interior,IL,Red,100D AWD-Long Range
Model 3,2017,37771,30100,"FORT MYERS, FL",Model 3 Long Range Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,19’’ Sport Wheels,$460 /mo,85209,All Black Premium Interior,FL,Deep Blue,100D AWD-Long Range
Model 3,2017,48601,30300,"Rockville, MD",Model 3 Long Range Rear-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Deep Blue Metallic Paint,18’’ Aero Wheels,$464 /mo,85209,All Black Premium Interior,MD,Deep Blue,100D AWD-Long Range
Model 3,2017,46632,30800,"Owings Mills, MD",Model 3 Long Range Rear-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Deep Blue Metallic Paint,19’’ Sport Wheels,$473 /mo,85209,All Black Premium Interior,MD,Deep Blue,100D AWD-Long Range
Model 3,2017,34364,31600,"Merritt Island, FL",Model 3 Long Range Rear-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Red Multi-Coat Paint,19’’ Sport Wheels,$487 /mo,85209,All Black Premium Interior,FL,Red,100D AWD-Long Range
Model 3,2017,32681,32100,"Available to view in Silver Spring, MD",Model 3 Long Range Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Solid Black Paint,18’’ Aero Wheels,$496 /mo,85209,All Black Premium Interior,MD,Solid Black,100D AWD-Long Range
Model 3,2017,13316,33400,"Kennesaw, GA",Model 3 Long Range All-Wheel Drive Performance,Enhanced Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,18’’ Aero Wheels,$520 /mo,85209,All Black Premium Interior,GA,Deep Blue,100D AWD-Long Range
Model 3,2017,66484,26900,"Springfield, NJ",Model 3 Long Range Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Solid Black Paint,18’’ Aero Wheels,$403 /mo,85251,All Black Premium Interior,NJ,Solid Black,100D AWD-Long Range
Model 3,2017,69055,27200,"Available to view in Lawrence Township, NJ",Model 3 Long Range Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Solid Black Paint,18’’ Aero Wheels,$408 /mo,85251,All Black Premium Interior,NJ,Solid Black,100D AWD-Long Range
Model 3,2017,74325,27700,"Available to view in Matthews, NC",Model 3 Long Range Rear-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Silver Metallic Paint,18’’ Aero Wheels,$417 /mo,85251,All Black Premium Interior,NC,Midnight Silver,100D AWD-Long Range
Model 3,2017,55046,28000,"Loveland, CO",Model 3 Long Range Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Red Multi-Coat Paint,18’’ Aero Wheels,$423 /mo,85251,All Black Premium Interior,CO,Red,100D AWD-Long Range
Model 3,2017,23289,29900,"Libertyville, IL",Model 3 Mid Range Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Red Multi-Coat Paint,18’’ Aero Wheels,$457 /mo,85251,All Black Premium Interior,IL,Red,100D AWD-Long Range
Model 3,2017,37771,30100,"FORT MYERS, FL",Model 3 Long Range Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,19’’ Sport Wheels,$460 /mo,85251,All Black Premium Interior,FL,Deep Blue,100D AWD-Long Range
Model 3,2017,48601,30300,"Rockville, MD",Model 3 Long Range Rear-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Deep Blue Metallic Paint,18’’ Aero Wheels,$464 /mo,85251,All Black Premium Interior,MD,Deep Blue,100D AWD-Long Range
Model 3,2017,46632,30800,"Owings Mills, MD",Model 3 Long Range Rear-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Deep Blue Metallic Paint,19’’ Sport Wheels,$473 /mo,85251,All Black Premium Interior,MD,Deep Blue,100D AWD-Long Range
Model 3,2017,34364,31600,"Merritt Island, FL",Model 3 Long Range Rear-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Red Multi-Coat Paint,19’’ Sport Wheels,$487 /mo,85251,All Black Premium Interior,FL,Red,100D AWD-Long Range
Model 3,2017,32681,32100,"Rockville, MD",Model 3 Long Range Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Solid Black Paint,18’’ Aero Wheels,$496 /mo,85251,All Black Premium Interior,MD,Solid Black,100D AWD-Long Range
Model 3,2017,13316,33400,"Kennesaw, GA",Model 3 Long Range All-Wheel Drive Performance,Enhanced Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,18’’ Aero Wheels,$520 /mo,85251,All Black Premium Interior,GA,Deep Blue,100D AWD-Long Range
Model 3,2017,15867,37300,"Available to view in Lawrence Township, NJ",Model 3 Long Range All-Wheel Drive Performance,Full Self-Driving Capability,No Reported Accidents/Damage,Solid Black Paint,18’’ Aero Wheels,$590 /mo,85251,All Black Premium Interior,NJ,Solid Black,100D AWD-Long Range
Model 3,2017,66484,26900,"Springfield, NJ",Model 3 Long Range Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Solid Black Paint,18’’ Aero Wheels,$403 /mo,93311,All Black Premium Interior,NJ,Solid Black,100D AWD-Long Range
Model 3,2017,69055,27200,"Available to view in Lawrence Township, NJ",Model 3 Long Range Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Solid Black Paint,18’’ Aero Wheels,$408 /mo,93311,All Black Premium Interior,NJ,Solid Black,100D AWD-Long Range
Model 3,2017,74325,27700,"Available to view in Matthews, NC",Model 3 Long Range Rear-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Silver Metallic Paint,18’’ Aero Wheels,$417 /mo,93311,All Black Premium Interior,NC,Midnight Silver,100D AWD-Long Range
Model 3,2017,55046,28000,"Loveland, CO",Model 3 Long Range Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Red Multi-Coat Paint,18’’ Aero Wheels,$423 /mo,93311,All Black Premium Interior,CO,Red,100D AWD-Long Range
Model 3,2017,35241,29800,"Available to view in Roswell, GA",Model 3 Mid Range Rear-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Red Multi-Coat Paint,19’’ Sport Wheels,$455 /mo,93311,All Black Premium Interior,GA,Red,100D AWD-Long Range
Model 3,2017,28657,29900,"Libertyville, IL",Model 3 Long Range Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Solid Black Paint,19’’ Sport Wheels,$457 /mo,93311,All Black Premium Interior,IL,Solid Black,100D AWD-Long Range
Model 3,2017,37771,30100,"FORT MYERS, FL",Model 3 Long Range Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,19’’ Sport Wheels,$460 /mo,93311,All Black Premium Interior,FL,Deep Blue,100D AWD-Long Range
Model 3,2017,48601,30300,"Rockville, MD",Model 3 Long Range Rear-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Deep Blue Metallic Paint,18’’ Aero Wheels,$464 /mo,93311,All Black Premium Interior,MD,Deep Blue,100D AWD-Long Range
Model 3,2017,46632,30800,"Owings Mills, MD",Model 3 Long Range Rear-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Deep Blue Metallic Paint,19’’ Sport Wheels,$473 /mo,93311,All Black Premium Interior,MD,Deep Blue,100D AWD-Long Range
Model 3,2017,39546,31000,"Merritt Island, FL",Model 3 Long Range Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$477 /mo,93311,All Black Premium Interior,FL,Midnight Silver,100D AWD-Long Range
Model 3,2017,34364,31600,"FORT MYERS, FL",Model 3 Long Range Rear-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Red Multi-Coat Paint,19’’ Sport Wheels,$487 /mo,93311,All Black Premium Interior,FL,Red,100D AWD-Long Range
Model 3,2017,32681,32100,"Rockville, MD",Model 3 Long Range Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Solid Black Paint,18’’ Aero Wheels,$496 /mo,93311,All Black Premium Interior,MD,Solid Black,100D AWD-Long Range
Model 3,2017,29414,32700,"Mesa, AZ",Model 3 Long Range Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,18’’ Aero Wheels,$507 /mo,85209,All Black Premium Interior,AZ,Deep Blue,100D AWD-Long Range
Model 3,2017,55210,29000,"Franklin, TN",Model 3 Long Range Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,18’’ Aero Wheels,$441 /mo,85209,All Black Premium Interior,TN,Deep Blue,100D AWD-Long Range
Model 3,2017,27045,31300,"Orlando, FL",Model 3 Long Range Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Red Multi-Coat Paint,18’’ Aero Wheels,$482 /mo,85209,All Black Premium Interior,FL,Red,100D AWD-Long Range
Model 3,2017,29106,34300,"Paramus, NJ",Model 3 Long Range Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,19’’ Sport Wheels,$536 /mo,85209,All Black Premium Interior,NJ,Deep Blue,100D AWD-Long Range
Model 3,2017,26922,34400,"Matthews, NC",Model 3 Long Range Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Red Multi-Coat Paint,19’’ Sport Wheels,$538 /mo,85209,All Black Premium Interior,NC,Red,100D AWD-Long Range
Model 3,2017,29414,32700,"Mesa, AZ",Model 3 Long Range Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,18’’ Aero Wheels,$507 /mo,85251,All Black Premium Interior,AZ,Deep Blue,100D AWD-Long Range
Model 3,2017,29414,32700,"Mesa, AZ",Model 3 Long Range Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,18’’ Aero Wheels,$507 /mo,85254,All Black Premium Interior,AZ,Deep Blue,100D AWD-Long Range
Model 3,2017,29414,32700,"Mesa, AZ",Model 3 Long Range Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,18’’ Aero Wheels,$507 /mo,85260,All Black Premium Interior,AZ,Deep Blue,100D AWD-Long Range
Model 3,2017,29414,32700,"Mesa, AZ",Model 3 Long Range Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,18’’ Aero Wheels,$507 /mo,85281,All Black Premium Interior,AZ,Deep Blue,100D AWD-Long Range
Model 3,2017,29414,32700,"Mesa, AZ",Model 3 Long Range Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,18’’ Aero Wheels,$507 /mo,85305,All Black Premium Interior,AZ,Deep Blue,100D AWD-Long Range
Model 3,2017,29414,32700,"Mesa, AZ",Model 3 Long Range Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,18’’ Aero Wheels,$507 /mo,85704,All Black Premium Interior,AZ,Deep Blue,100D AWD-Long Range
Model 3,2017,8952,41900,"Available to view in Rogers, MN",Model 3 Long Range Dual Motor All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,19’’ Sport Wheels,$673 /mo,85209,All Black Premium Interior,MN,Deep Blue,100D AWD-Long Range
Model 3,2017,4208,42000,"Jacksonville, FL",Model 3 Long Range Dual Motor All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$674 /mo,85209,All Black Premium Interior,FL,Midnight Silver,100D AWD-Long Range
Model 3,2017,7949,43900,"Elk Grove Village, IL",Model 3 Long Range Dual Motor All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Solid Black Paint,18’’ Aero Wheels,$709 /mo,85209,All Black Premium Interior,IL,Solid Black,100D AWD-Long Range
Model 3,2017,15960,46700,"RENTON, WA",Model 3 Performance Dual Motor All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,20’’ Überturbine Wheels,$759 /mo,85209,All Black Premium Interior,WA,Midnight Silver,100D AWD-Long Range
Model 3,2017,8952,41900,"Available to view in Rogers, MN",Model 3 Long Range Dual Motor All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,19’’ Sport Wheels,$673 /mo,85251,All Black Premium Interior,MN,Deep Blue,100D AWD-Long Range
Model 3,2017,4208,42000,"Jacksonville, FL",Model 3 Long Range Dual Motor All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$674 /mo,85251,All Black Premium Interior,FL,Midnight Silver,100D AWD-Long Range
Model 3,2017,7949,43900,"Elk Grove Village, IL",Model 3 Long Range Dual Motor All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Solid Black Paint,18’’ Aero Wheels,$709 /mo,85251,All Black Premium Interior,IL,Solid Black,100D AWD-Long Range
Model 3,2017,15960,46700,"RENTON, WA",Model 3 Performance Dual Motor All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,20’’ Überturbine Wheels,$759 /mo,85251,All Black Premium Interior,WA,Midnight Silver,100D AWD-Long Range
Model 3,2017,8952,41900,"Available to view in Rogers, MN",Model 3 Long Range Dual Motor All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,19’’ Sport Wheels,$673 /mo,85260,All Black Premium Interior,MN,Deep Blue,100D AWD-Long Range
Model 3,2017,4208,42000,"Jacksonville, FL",Model 3 Long Range Dual Motor All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$674 /mo,85260,All Black Premium Interior,FL,Midnight Silver,100D AWD-Long Range
Model 3,2017,7949,43900,"Elk Grove Village, IL",Model 3 Long Range Dual Motor All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Solid Black Paint,18’’ Aero Wheels,$709 /mo,85260,All Black Premium Interior,IL,Solid Black,100D AWD-Long Range
Model 3,2017,15960,46700,"RENTON, WA",Model 3 Performance Dual Motor All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,20’’ Überturbine Wheels,$759 /mo,85260,All Black Premium Interior,WA,Midnight Silver,100D AWD-Long Range
Model 3,2017,8952,41900,"Available to view in Rogers, MN",Model 3 Long Range Dual Motor All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,19’’ Sport Wheels,$673 /mo,85305,All Black Premium Interior,MN,Deep Blue,100D AWD-Long Range
Model 3,2017,4208,42000,"Jacksonville, FL",Model 3 Long Range Dual Motor All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$674 /mo,85305,All Black Premium Interior,FL,Midnight Silver,100D AWD-Long Range
Model 3,2017,7949,43900,"Elk Grove Village, IL",Model 3 Long Range Dual Motor All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Solid Black Paint,18’’ Aero Wheels,$709 /mo,85305,All Black Premium Interior,IL,Solid Black,100D AWD-Long Range
Model 3,2017,15960,46700,"RENTON, WA",Model 3 Performance Dual Motor All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,20’’ Überturbine Wheels,$759 /mo,85305,All Black Premium Interior,WA,Midnight Silver,100D AWD-Long Range
Model 3,2017,8952,41900,"Available to view in Rogers, MN",Model 3 Long Range Dual Motor All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,19’’ Sport Wheels,$673 /mo,85704,All Black Premium Interior,MN,Deep Blue,100D AWD-Long Range
Model 3,2017,4208,42000,"Jacksonville, FL",Model 3 Long Range Dual Motor All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$674 /mo,85704,All Black Premium Interior,FL,Midnight Silver,100D AWD-Long Range
Model 3,2017,7949,43900,"Elk Grove Village, IL",Model 3 Long Range Dual Motor All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Solid Black Paint,18’’ Aero Wheels,$709 /mo,85704,All Black Premium Interior,IL,Solid Black,100D AWD-Long Range
Model 3,2017,15960,46700,"RENTON, WA",Model 3 Performance Dual Motor All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,20’’ Überturbine Wheels,$759 /mo,85704,All Black Premium Interior,WA,Midnight Silver,100D AWD-Long Range
Model 3,2017,8952,41900,"Available to view in Rogers, MN",Model 3 Long Range Dual Motor All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,19’’ Sport Wheels,$673 /mo,91301,All Black Premium Interior,MN,Deep Blue,100D AWD-Long Range
Model 3,2017,4208,42000,"Jacksonville, FL",Model 3 Long Range Dual Motor All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$674 /mo,91301,All Black Premium Interior,FL,Midnight Silver,100D AWD-Long Range
Model 3,2017,7949,43900,"Elk Grove Village, IL",Model 3 Long Range Dual Motor All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Solid Black Paint,18’’ Aero Wheels,$709 /mo,91301,All Black Premium Interior,IL,Solid Black,100D AWD-Long Range
Model 3,2017,15960,46700,"RENTON, WA",Model 3 Performance Dual Motor All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,20’’ Überturbine Wheels,$759 /mo,91301,All Black Premium Interior,WA,Midnight Silver,100D AWD-Long Range
Model 3,2017,8952,41900,"Available to view in Rogers, MN",Model 3 Long Range Dual Motor All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,19’’ Sport Wheels,$673 /mo,91801,All Black Premium Interior,MN,Deep Blue,100D AWD-Long Range
Model 3,2017,4208,42000,"Jacksonville, FL",Model 3 Long Range Dual Motor All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,18’’ Aero Wheels,$674 /mo,91801,All Black Premium Interior,FL,Midnight Silver,100D AWD-Long Range
Model 3,2017,7949,43900,"Elk Grove Village, IL",Model 3 Long Range Dual Motor All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Solid Black Paint,18’’ Aero Wheels,$709 /mo,91801,All Black Premium Interior,IL,Solid Black,100D AWD-Long Range
Model 3,2017,15960,46700,"RENTON, WA",Model 3 Performance Dual Motor All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,20’’ Überturbine Wheels,$759 /mo,91801,All Black Premium Interior,WA,Midnight Silver,100D AWD-Long Range
