model,year,odometer,price,location,driveTrain,DAS,accident_history,paintJob,wheels,emi,zipCode,interior,state,PAINT JOB,DRIVE TRAIN
Model 3,2017,16806,43600,"Available to view in Stockton, CA",Model 3 Long Range Dual Motor All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,18’’ Aero Wheels,$703 /mo,91801,All Black Premium Interior,CA,Deep Blue,100D AWD-Long Range
Model 3,2017,16806,43600,"Available to view in Stockton, CA",Model 3 Long Range Dual Motor All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,18’’ Aero Wheels,$703 /mo,93311,All Black Premium Interior,CA,Deep Blue,100D AWD-Long Range
Model 3,2017,28009,38200,"Available to view in Colma, CA",Model 3 Long Range Dual Motor All-Wheel Drive,Enhanced Autopilot,Previously Repaired,Pearl White Paint,18’’ Aero Wheels,$606 /mo,93311,All Black Premium Interior,CA,Pearl White,100D AWD-Long Range
Model 3,2017,14123,42200,"Available to view in Colma, CA",Model 3 Long Range Dual Motor All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$678 /mo,93311,All Black Premium Interior,CA,Pearl White,100D AWD-Long Range
Model 3,2017,28009,38200,"Available to view in Colma, CA",Model 3 Long Range Dual Motor All-Wheel Drive,Enhanced Autopilot,Previously Repaired,Pearl White Paint,18’’ Aero Wheels,$606 /mo,95403,All Black Premium Interior,CA,Pearl White,100D AWD-Long Range
Model 3,2017,14123,42200,"Available to view in Colma, CA",Model 3 Long Range Dual Motor All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,18’’ Aero Wheels,$678 /mo,95403,All Black Premium Interior,CA,Pearl White,100D AWD-Long Range
Model 3,2017,16806,43600,"Available to view in Stockton, CA",Model 3 Long Range Dual Motor All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,18’’ Aero Wheels,$703 /mo,95403,All Black Premium Interior,CA,Deep Blue,100D AWD-Long Range
Model S,2012,78029,35800,"Elk Grove Village, IL",100D Long Range All-Wheel Drive,Autopilot,Previously Repaired,Pearl White Multi-Coat Paint,"19"" Silver Slipstream Wheels",$509 /mo,93311,Cream Premium Interior,IL,Pearl White,100D AWD-Long Range
Model S,2012,50142,37900,"FORT MYERS, FL",75D All-Wheel Drive,Autopilot,Previously Repaired,Red Multi-Coat Paint,"19"" Silver Slipstream Wheels",$547 /mo,93311,Black and White Premium Interior,FL,Red,100D AWD-Long Range
Model S,2012,61745,38500,"Rockville, MD",100D Long Range All-Wheel Drive,Autopilot,Previously Repaired,Midnight Silver Metallic Paint,"19"" Silver Slipstream Wheels",$558 /mo,93311,All Black Premium Interior,MD,Midnight Silver,100D AWD-Long Range
Model S,2012,29461,40400,"Available to view in ROCKVILLE, MD",75D All-Wheel Drive,Enhanced Autopilot,Previously Repaired,Silver Metallic Paint,"19"" Silver Slipstream Wheels",$592 /mo,93311,All Black Premium Interior,MD,Midnight Silver,100D AWD-Long Range
Model S,2012,47668,41200,"Rockville, MD",75D All-Wheel Drive,Enhanced Autopilot,Previously Repaired,Silver Metallic Paint,"19"" Silver Slipstream Wheels",$606 /mo,93311,Black Textile Interior,MD,Midnight Silver,100D AWD-Long Range
Model S,2012,31240,44100,"Franklin, TN",100D Long Range All-Wheel Drive,Enhanced Autopilot,Previously Repaired,Midnight Silver Metallic Paint,"19"" Silver Slipstream Wheels",$658 /mo,93311,All Black Premium Interior,TN,Midnight Silver,100D AWD-Long Range
Model S,2012,66754,45000,"Rogers, MN",100D Long Range All-Wheel Drive,Autopilot,Previously Repaired,Pearl White Multi-Coat Paint,"19"" Silver Slipstream Wheels",$674 /mo,93311,All Black Premium Interior,MN,Pearl White,100D AWD-Long Range
Model S,2012,60507,48200,"FORT MYERS, FL",Model S Long Range Plus All-Wheel Drive,Autopilot,Previously Repaired,Pearl White Multi-Coat Paint,"21"" Sonic Carbon Twin Turbine Wheels",$732 /mo,85209,Cream Premium Interior with Oak Wood Décor,FL,Pearl White,100D AWD-Long Range
Model S,2012,27828,49400,"Rogers, MN",Model S Long Range Plus All-Wheel Drive,Autopilot,Previously Repaired,Midnight Silver Metallic Paint,19'' Tempest Wheels,$754 /mo,85209,Black and White Premium Interior with Dark Ash Wood Décor,MN,Midnight Silver,100D AWD-Long Range
Model S,2012,56931,51800,"Rockville, MD",Model S Long Range Plus All-Wheel Drive,Full Self-Driving Capability,Previously Repaired,Midnight Silver Metallic Paint,19'' Tempest Wheels,$797 /mo,85209,All Black Premium Interior with Figured Ash Wood Décor,MD,Midnight Silver,100D AWD-Long Range
Model S,2012,50881,53100,"Matthews, NC",Model S Long Range Plus All-Wheel Drive,Full Self-Driving Capability,Previously Repaired,Solid Black Paint,19'' Tempest Wheels,$820 /mo,85209,Black and White Premium Interior with Dark Ash Wood Décor,NC,Solid Black,100D AWD-Long Range
Model S,2012,35236,55800,"Orlando, FL",Model S Long Range Plus All-Wheel Drive,Full Self-Driving Capability,Previously Repaired,Pearl White Multi-Coat Paint,19'' Tempest Wheels,$869 /mo,85209,All Black Premium Interior with Figured Ash Wood Décor,FL,Pearl White,100D AWD-Long Range
Model S,2012,16444,58400,"FORT MYERS, FL",Model S Long Range Plus All-Wheel Drive,Full Self-Driving Capability,Previously Repaired,Solid Black Paint,19'' Tempest Wheels,$915 /mo,85209,All Black Premium Interior with Figured Ash Wood Décor,FL,Solid Black,100D AWD-Long Range
Model S,2012,13149,61200,"Decatur, GA",Model S Long Range Plus All-Wheel Drive,Autopilot,Previously Repaired,Pearl White Multi-Coat Paint,19'' Tempest Wheels,$966 /mo,85209,All Black Premium Interior with Figured Ash Wood Décor,GA,Pearl White,100D AWD-Long Range
Model S,2012,60507,48200,"FORT MYERS, FL",Model S Long Range Plus All-Wheel Drive,Autopilot,Previously Repaired,Pearl White Multi-Coat Paint,"21"" Sonic Carbon Twin Turbine Wheels",$732 /mo,85260,Cream Premium Interior with Oak Wood Décor,FL,Pearl White,100D AWD-Long Range
Model S,2012,27828,49400,"Rogers, MN",Model S Long Range Plus All-Wheel Drive,Autopilot,Previously Repaired,Midnight Silver Metallic Paint,19'' Tempest Wheels,$754 /mo,85260,Black and White Premium Interior with Dark Ash Wood Décor,MN,Midnight Silver,100D AWD-Long Range
Model S,2012,56931,51800,"Rockville, MD",Model S Long Range Plus All-Wheel Drive,Full Self-Driving Capability,Previously Repaired,Midnight Silver Metallic Paint,19'' Tempest Wheels,$797 /mo,85260,All Black Premium Interior with Figured Ash Wood Décor,MD,Midnight Silver,100D AWD-Long Range
Model S,2012,50881,53100,"Matthews, NC",Model S Long Range Plus All-Wheel Drive,Full Self-Driving Capability,Previously Repaired,Solid Black Paint,19'' Tempest Wheels,$820 /mo,85260,Black and White Premium Interior with Dark Ash Wood Décor,NC,Solid Black,100D AWD-Long Range
Model S,2012,35236,55800,"Orlando, FL",Model S Long Range Plus All-Wheel Drive,Full Self-Driving Capability,Previously Repaired,Pearl White Multi-Coat Paint,19'' Tempest Wheels,$869 /mo,85260,All Black Premium Interior with Figured Ash Wood Décor,FL,Pearl White,100D AWD-Long Range
Model S,2012,16444,58400,"FORT MYERS, FL",Model S Long Range Plus All-Wheel Drive,Full Self-Driving Capability,Previously Repaired,Solid Black Paint,19'' Tempest Wheels,$915 /mo,85260,All Black Premium Interior with Figured Ash Wood Décor,FL,Solid Black,100D AWD-Long Range
Model S,2012,13149,61200,"Decatur, GA",Model S Long Range Plus All-Wheel Drive,Autopilot,Previously Repaired,Pearl White Multi-Coat Paint,19'' Tempest Wheels,$966 /mo,85260,All Black Premium Interior with Figured Ash Wood Décor,GA,Pearl White,100D AWD-Long Range
Model S,2012,60507,48200,"FORT MYERS, FL",Model S Long Range Plus All-Wheel Drive,Autopilot,Previously Repaired,Pearl White Multi-Coat Paint,"21"" Sonic Carbon Twin Turbine Wheels",$732 /mo,85281,Cream Premium Interior with Oak Wood Décor,FL,Pearl White,100D AWD-Long Range
Model S,2012,27828,49400,"Rogers, MN",Model S Long Range Plus All-Wheel Drive,Autopilot,Previously Repaired,Midnight Silver Metallic Paint,19'' Tempest Wheels,$754 /mo,85281,Black and White Premium Interior with Dark Ash Wood Décor,MN,Midnight Silver,100D AWD-Long Range
Model S,2012,56931,51800,"Rockville, MD",Model S Long Range Plus All-Wheel Drive,Full Self-Driving Capability,Previously Repaired,Midnight Silver Metallic Paint,19'' Tempest Wheels,$797 /mo,85281,All Black Premium Interior with Figured Ash Wood Décor,MD,Midnight Silver,100D AWD-Long Range
Model S,2012,50881,53100,"Matthews, NC",Model S Long Range Plus All-Wheel Drive,Full Self-Driving Capability,Previously Repaired,Solid Black Paint,19'' Tempest Wheels,$820 /mo,85281,Black and White Premium Interior with Dark Ash Wood Décor,NC,Solid Black,100D AWD-Long Range
Model S,2012,35236,55800,"Orlando, FL",Model S Long Range Plus All-Wheel Drive,Full Self-Driving Capability,Previously Repaired,Pearl White Multi-Coat Paint,19'' Tempest Wheels,$869 /mo,85281,All Black Premium Interior with Figured Ash Wood Décor,FL,Pearl White,100D AWD-Long Range
Model S,2012,16444,58400,"FORT MYERS, FL",Model S Long Range Plus All-Wheel Drive,Full Self-Driving Capability,Previously Repaired,Solid Black Paint,19'' Tempest Wheels,$915 /mo,85281,All Black Premium Interior with Figured Ash Wood Décor,FL,Solid Black,100D AWD-Long Range
Model S,2012,13149,61200,"Decatur, GA",Model S Long Range Plus All-Wheel Drive,Autopilot,Previously Repaired,Pearl White Multi-Coat Paint,19'' Tempest Wheels,$966 /mo,85281,All Black Premium Interior with Figured Ash Wood Décor,GA,Pearl White,100D AWD-Long Range
Model S,2012,60507,48200,"FORT MYERS, FL",Model S Long Range Plus All-Wheel Drive,Autopilot,Previously Repaired,Pearl White Multi-Coat Paint,"21"" Sonic Carbon Twin Turbine Wheels",$732 /mo,85305,Cream Premium Interior with Oak Wood Décor,FL,Pearl White,100D AWD-Long Range
Model S,2012,27828,49400,"Rogers, MN",Model S Long Range Plus All-Wheel Drive,Autopilot,Previously Repaired,Midnight Silver Metallic Paint,19'' Tempest Wheels,$754 /mo,85305,Black and White Premium Interior with Dark Ash Wood Décor,MN,Midnight Silver,100D AWD-Long Range
Model S,2012,56931,51800,"Rockville, MD",Model S Long Range Plus All-Wheel Drive,Full Self-Driving Capability,Previously Repaired,Midnight Silver Metallic Paint,19'' Tempest Wheels,$797 /mo,85305,All Black Premium Interior with Figured Ash Wood Décor,MD,Midnight Silver,100D AWD-Long Range
Model S,2012,50881,53100,"Matthews, NC",Model S Long Range Plus All-Wheel Drive,Full Self-Driving Capability,Previously Repaired,Solid Black Paint,19'' Tempest Wheels,$820 /mo,85305,Black and White Premium Interior with Dark Ash Wood Décor,NC,Solid Black,100D AWD-Long Range
Model S,2012,35236,55800,"Orlando, FL",Model S Long Range Plus All-Wheel Drive,Full Self-Driving Capability,Previously Repaired,Pearl White Multi-Coat Paint,19'' Tempest Wheels,$869 /mo,85305,All Black Premium Interior with Figured Ash Wood Décor,FL,Pearl White,100D AWD-Long Range
Model S,2012,16444,58400,"FORT MYERS, FL",Model S Long Range Plus All-Wheel Drive,Full Self-Driving Capability,Previously Repaired,Solid Black Paint,19'' Tempest Wheels,$915 /mo,85305,All Black Premium Interior with Figured Ash Wood Décor,FL,Solid Black,100D AWD-Long Range
Model S,2012,13149,61200,"Decatur, GA",Model S Long Range Plus All-Wheel Drive,Autopilot,Previously Repaired,Pearl White Multi-Coat Paint,19'' Tempest Wheels,$966 /mo,85305,All Black Premium Interior with Figured Ash Wood Décor,GA,Pearl White,100D AWD-Long Range
Model S,2012,60507,48200,"FORT MYERS, FL",Model S Long Range Plus All-Wheel Drive,Autopilot,Previously Repaired,Pearl White Multi-Coat Paint,"21"" Sonic Carbon Twin Turbine Wheels",$732 /mo,91301,Cream Premium Interior with Oak Wood Décor,FL,Pearl White,100D AWD-Long Range
Model S,2012,27828,49400,"Rogers, MN",Model S Long Range Plus All-Wheel Drive,Autopilot,Previously Repaired,Midnight Silver Metallic Paint,19'' Tempest Wheels,$754 /mo,91301,Black and White Premium Interior with Dark Ash Wood Décor,MN,Midnight Silver,100D AWD-Long Range
Model S,2012,56931,51800,"Rockville, MD",Model S Long Range Plus All-Wheel Drive,Full Self-Driving Capability,Previously Repaired,Midnight Silver Metallic Paint,19'' Tempest Wheels,$797 /mo,91301,All Black Premium Interior with Figured Ash Wood Décor,MD,Midnight Silver,100D AWD-Long Range
Model S,2012,50881,53100,"Matthews, NC",Model S Long Range Plus All-Wheel Drive,Full Self-Driving Capability,Previously Repaired,Solid Black Paint,19'' Tempest Wheels,$820 /mo,91301,Black and White Premium Interior with Dark Ash Wood Décor,NC,Solid Black,100D AWD-Long Range
Model S,2012,35236,55800,"Orlando, FL",Model S Long Range Plus All-Wheel Drive,Full Self-Driving Capability,Previously Repaired,Pearl White Multi-Coat Paint,19'' Tempest Wheels,$869 /mo,91301,All Black Premium Interior with Figured Ash Wood Décor,FL,Pearl White,100D AWD-Long Range
Model S,2012,16444,58400,"FORT MYERS, FL",Model S Long Range Plus All-Wheel Drive,Full Self-Driving Capability,Previously Repaired,Solid Black Paint,19'' Tempest Wheels,$915 /mo,91301,All Black Premium Interior with Figured Ash Wood Décor,FL,Solid Black,100D AWD-Long Range
Model S,2012,60507,48200,"FORT MYERS, FL",Model S Long Range Plus All-Wheel Drive,Autopilot,Previously Repaired,Pearl White Multi-Coat Paint,"21"" Sonic Carbon Twin Turbine Wheels",$732 /mo,95403,Cream Premium Interior with Oak Wood Décor,FL,Pearl White,100D AWD-Long Range
Model S,2012,27828,49400,"Rogers, MN",Model S Long Range Plus All-Wheel Drive,Autopilot,Previously Repaired,Midnight Silver Metallic Paint,19'' Tempest Wheels,$754 /mo,95403,Black and White Premium Interior with Dark Ash Wood Décor,MN,Midnight Silver,100D AWD-Long Range
Model S,2012,56931,51800,"Rockville, MD",Model S Long Range Plus All-Wheel Drive,Full Self-Driving Capability,Previously Repaired,Midnight Silver Metallic Paint,19'' Tempest Wheels,$797 /mo,95403,All Black Premium Interior with Figured Ash Wood Décor,MD,Midnight Silver,100D AWD-Long Range
Model S,2012,50881,53100,"Matthews, NC",Model S Long Range Plus All-Wheel Drive,Full Self-Driving Capability,Previously Repaired,Solid Black Paint,19'' Tempest Wheels,$820 /mo,95403,Black and White Premium Interior with Dark Ash Wood Décor,NC,Solid Black,100D AWD-Long Range
Model S,2012,35236,55800,"Orlando, FL",Model S Long Range Plus All-Wheel Drive,Full Self-Driving Capability,Previously Repaired,Pearl White Multi-Coat Paint,19'' Tempest Wheels,$869 /mo,95403,All Black Premium Interior with Figured Ash Wood Décor,FL,Pearl White,100D AWD-Long Range
Model S,2012,16444,58400,"FORT MYERS, FL",Model S Long Range Plus All-Wheel Drive,Full Self-Driving Capability,Previously Repaired,Solid Black Paint,19'' Tempest Wheels,$915 /mo,95403,All Black Premium Interior with Figured Ash Wood Décor,FL,Solid Black,100D AWD-Long Range
Model S,2012,13149,61200,"Decatur, GA",Model S Long Range Plus All-Wheel Drive,Autopilot,Previously Repaired,Pearl White Multi-Coat Paint,19'' Tempest Wheels,$966 /mo,95403,All Black Premium Interior with Figured Ash Wood Décor,GA,Pearl White,100D AWD-Long Range
Model X,2015,59222,48800,"CHERRY HILL, NJ",75D All-Wheel Drive,Autopilot,Previously Repaired,Pearl White Multi-Coat Paint,"20"" Silver Wheels",$743 /mo,85254,Black and White Premium Interior,NJ,Pearl White,100D AWD-Long Range
Model X,2015,59222,48800,"CHERRY HILL, NJ",75D All-Wheel Drive,Autopilot,Previously Repaired,Pearl White Multi-Coat Paint,"20"" Silver Wheels",$743 /mo,85305,Black and White Premium Interior,NJ,Pearl White,100D AWD-Long Range
Model X,2015,59222,48800,"CHERRY HILL, NJ",75D All-Wheel Drive,Autopilot,Previously Repaired,Pearl White Multi-Coat Paint,"20"" Silver Wheels",$743 /mo,95403,Black and White Premium Interior,NJ,Pearl White,100D AWD-Long Range
Model Y,2020,40087,42200,"Rockville, MD",Model Y Long Range Dual Motor All-Wheel Drive,Full Self-Driving Capability,Previously Repaired,Pearl White Paint,19’’ Gemini Wheels,$678 /mo,85251,Black and White Premium Interior,MD,Pearl White,100D AWD-Long Range
Model Y,2020,40087,42200,"Rockville, MD",Model Y Long Range Dual Motor All-Wheel Drive,Full Self-Driving Capability,Previously Repaired,Pearl White Paint,19’’ Gemini Wheels,$678 /mo,85254,Black and White Premium Interior,MD,Pearl White,100D AWD-Long Range
Model Y,2020,40087,42200,"Rockville, MD",Model Y Long Range Dual Motor All-Wheel Drive,Full Self-Driving Capability,Previously Repaired,Pearl White Paint,19’’ Gemini Wheels,$678 /mo,85260,Black and White Premium Interior,MD,Pearl White,100D AWD-Long Range
Model Y,2020,40087,42200,"Rockville, MD",Model Y Long Range Dual Motor All-Wheel Drive,Full Self-Driving Capability,Previously Repaired,Pearl White Paint,19’’ Gemini Wheels,$678 /mo,85305,Black and White Premium Interior,MD,Pearl White,100D AWD-Long Range
Model Y,2020,40087,42200,"Rockville, MD",Model Y Long Range Dual Motor All-Wheel Drive,Full Self-Driving Capability,Previously Repaired,Pearl White Paint,19’’ Gemini Wheels,$678 /mo,85704,Black and White Premium Interior,MD,Pearl White,100D AWD-Long Range
Model Y,2020,40087,42200,"Rockville, MD",Model Y Long Range Dual Motor All-Wheel Drive,Full Self-Driving Capability,Previously Repaired,Pearl White Paint,19’’ Gemini Wheels,$678 /mo,91801,Black and White Premium Interior,MD,Pearl White,100D AWD-Long Range
Model Y,2020,40087,42200,"Rockville, MD",Model Y Long Range Dual Motor All-Wheel Drive,Full Self-Driving Capability,Previously Repaired,Pearl White Paint,19’’ Gemini Wheels,$678 /mo,93311,Black and White Premium Interior,MD,Pearl White,100D AWD-Long Range
Model 3,2017,36915,28800,"Raleigh, NC",Model 3 Mid Range Rear-Wheel Drive,Full Self-Driving Capability,Previously Repaired,Solid Black Paint,19’’ Sport Wheels,$437 /mo,85209,All Black Premium Interior,NC,Solid Black,100D AWD-Long Range
Model 3,2017,33637,32000,"FORT MYERS, FL",Model 3 Long Range Rear-Wheel Drive,Full Self-Driving Capability,Previously Repaired,Midnight Silver Metallic Paint,18’’ Aero Wheels,$495 /mo,85209,All Black Premium Interior,FL,Midnight Silver,100D AWD-Long Range
Model 3,2017,36915,28800,"Raleigh, NC",Model 3 Mid Range Rear-Wheel Drive,Full Self-Driving Capability,Previously Repaired,Solid Black Paint,19’’ Sport Wheels,$437 /mo,85251,All Black Premium Interior,NC,Solid Black,100D AWD-Long Range
Model 3,2017,33637,32000,"FORT MYERS, FL",Model 3 Long Range Rear-Wheel Drive,Full Self-Driving Capability,Previously Repaired,Midnight Silver Metallic Paint,18’’ Aero Wheels,$495 /mo,85251,All Black Premium Interior,FL,Midnight Silver,100D AWD-Long Range
